,Unnamed: 0,Batch ID,Leather type,OperatorID,scanned area,time,date,Year,week_no,month
283,283,7680C,CRO.S20P.MACA755,giuseppe,46.7,1635,2020-10-06,2020,41,10
284,284,7680C,CRO.S20P.MACA755,giuseppe,35.95,2138,2020-10-06,2020,41,10
285,285,7691,PEL.F30.CER880,x.pol.t08,55.8,3804,2020-10-06,2020,41,10
286,286,7691C,CRO.S30.CER880,x.pol.t08,30.9,1840,2020-10-06,2020,41,10
287,287,7691,PEL.F30.CER880,x.pol.t08,62.55,4037,2020-10-06,2020,41,10
288,288,7652,PEL.F30.CER880,giuseppe,0.433,0,2020-10-06,2020,41,10
289,289,7652C,CRO.S30.CER880,giuseppe,0.345,270,2020-10-06,2020,41,10
290,290,7547,PEL.L15.2601,giuseppe,0.32799999999999996,0,2020-10-06,2020,41,10
291,291,7580,PEL.F20P.MACA01,giuseppe,0.604,0,2020-10-06,2020,41,10
292,292,7580,PEL.F20P.MACA01,giuseppe,7.0,987,2020-10-06,2020,41,10
293,293,7580C,CRO.S20P.MACA01,giuseppe,5.2,309,2020-10-06,2020,41,10
294,294,7688S.I.,PEL.F20P.MACA880,giuseppe,1.554,255,2020-10-06,2020,41,10
295,295,7562C,CRO.S30.CER830,giuseppe,0.111,132,2020-10-06,2020,41,10
296,296,7655,PEL.F10.GEN00/11,vitogiorgio,0.039,0,2020-10-06,2020,41,10
297,297,7529,PEL.L15.2618,vitogiorgio,118.37,9082,2020-10-07,2020,41,10
298,298,7529,PEL.L15.2618,vitogiorgio,74.51,5743,2020-10-07,2020,41,10
299,299,7529,PEL.L15.2618,vitogiorgio,115.5,9400,2020-10-07,2020,41,10
300,300,7547,PEL.L15.2601,vitogiorgio,0.16699999999999998,0,2020-10-07,2020,41,10
301,301,7530,PEL.L15.2605,vitogiorgio,0.735,435,2020-10-07,2020,41,10
302,302,7667S.I.,PEL.F20P.MACA745,vitogiorgio,0.613,319,2020-10-07,2020,41,10
303,303,7673S.I.,PEL.F20P.MACA850,vitogiorgio,2.101,344,2020-10-07,2020,41,10
304,304,7619C,CRO.S20P.MACA000,vitogiorgio,0.371,8,2020-10-07,2020,41,10
305,305,7681C,CRO.S20P.MACA80,vitogiorgio,0.08900000000000001,0,2020-10-07,2020,41,10
306,306,7644,PEL.F30.CER910,vitogiorgio,0.46299999999999997,289,2020-10-07,2020,41,10
307,307,7688S.I.,PEL.F20P.MACA880,vitogiorgio,59.88,5776,2020-10-07,2020,41,10
308,308,7688S.I.,PEL.F20P.MACA880,vitogiorgio,60.19,3492,2020-10-07,2020,41,10
309,309,7688C,CRO.S20P.MACA880,vitogiorgio,15.9,797,2020-10-07,2020,41,10
310,310,7688C,CRO.S20P.MACA880,vitogiorgio,24.35,950,2020-10-07,2020,41,10
311,311,7679S.I.,PEL.F20P.MACA34,vitogiorgio,60.6,4386,2020-10-07,2020,41,10
312,312,7679S.I.,PEL.F20P.MACA34,vitogiorgio,60.6,3374,2020-10-07,2020,41,10
313,313,7679C,CRO.S20P.MACA34,vitogiorgio,42.75,2111,2020-10-07,2020,41,10
314,314,7679C,CRO.S20P.MACA34,vitogiorgio,45.23,1332,2020-10-07,2020,41,10
315,315,7679S.I.,PEL.F20P.MACA34,vitogiorgio,41.3,3214,2020-10-07,2020,41,10
316,316,7679S.I.,PEL.F20P.MACA34,vitogiorgio,41.6,3461,2020-10-07,2020,41,10
317,317,7679C,CRO.S20P.MACA34,vitogiorgio,32.6,2626,2020-10-07,2020,41,10
318,318,7679C,CRO.S20P.MACA34,vitogiorgio,32.0,1578,2020-10-07,2020,41,10
319,319,7454,PEL.L20.2534,vitogiorgio,1.136,0,2020-10-07,2020,41,10
320,320,7313,PEL.F20P.MACA01,vitogiorgio,2.162,404,2020-10-07,2020,41,10
321,321,7619S.I.,PEL.F20P.MACA000,vitogiorgio,0.316,0,2020-10-07,2020,41,10
322,322,7520,PEL.F20P.MACA880,vitogiorgio,1.3259999999999998,0,2020-10-07,2020,41,10
323,323,7625S.I.,PEL.F20P.MACA007,vitogiorgio,0.087,47,2020-10-07,2020,41,10
324,324,7688C,CRO.S20P.MACA880,vitogiorgio,0.166,189,2020-10-07,2020,41,10
325,325,7692,PEL.F30.CER009,vitogiorgio,62.75,5593,2020-10-07,2020,41,10
326,326,7692C,CRO.S30.CER009,vitogiorgio,43.25,912,2020-10-07,2020,41,10
327,327,7673S.I.,PEL.F20P.MACA850,vitogiorgio,61.25,4976,2020-10-07,2020,41,10
328,328,7673C,CRO.S20P.MACA850,vitogiorgio,35.63,1528,2020-10-07,2020,41,10
329,329,7642,PEL.F10P.GEN00/007,vitogiorgio,0.225,0,2020-10-07,2020,41,10
330,330,7654C,CRO.S20P.MACA11,vitogiorgio,0.135,0,2020-10-07,2020,41,10
331,331,7656S.I.,PEL.F20P.MACA013,vitogiorgio,0.521,0,2020-10-07,2020,41,10
332,332,7667S.I.,PEL.F20P.MACA745,vitogiorgio,0.015,0,2020-10-07,2020,41,10
333,333,7692,PEL.F30.CER009,vitogiorgio,0.028999999999999998,0,2020-10-07,2020,41,10
334,334,7459,PEL.F20P.MACA007,vitogiorgio,0.6970000000000001,0,2020-10-07,2020,41,10
335,335,7385C,CRO.S20P.MACA007,vitogiorgio,1.319,0,2020-10-07,2020,41,10
336,336,7664S.I.,PEL.F20P.MACA330,vitogiorgio,0.23600000000000002,291,2020-10-07,2020,41,10
337,337,7494,PEL.F20P.MACA86,vitogiorgio,0.8420000000000001,0,2020-10-07,2020,41,10
338,338,7539,PEL.F20P.MACA540,x.pol.t08,9.7,899,2020-10-07,2020,41,10
339,339,2049C,CRO.S20P.MACA540,x.pol.t08,4.8,208,2020-10-07,2020,41,10
340,340,7592,PEL.L20.2534,x.pol.t21,66.51,7605,2020-10-07,2020,41,10
341,341,7592,PEL.L20.2534,x.pol.t08,78.3,7488,2020-10-07,2020,41,10
342,342,7547,PEL.L15.2601,vitogiorgio,2.682,0,2020-10-07,2020,41,10
343,343,7389,PEL.L20.2532,x.pol.t22,34.4,2980,2020-10-08,2020,41,10
344,344,7521,PEL.L20.2536,x.pol.t22,79.14,6081,2020-10-08,2020,41,10
345,345,7549,PEL.L20.2538,vitogiorgio,136.29,11613,2020-10-07,2020,41,10
346,346,7680S.I.,PEL.F20P.MACA755,vitogiorgio,1.5590000000000002,360,2020-10-08,2020,41,10
347,347,7462,PEL.L15.2609,vitogiorgio,0.182,0,2020-10-08,2020,41,10
348,348,7611,PEL.L15.2616,vitogiorgio,1.0759999999999998,505,2020-10-08,2020,41,10
349,349,7627,PEL.L15.1816,vitogiorgio,0.316,0,2020-10-08,2020,41,10
350,350,7668,PEL.F10P.GEN00/80,vitogiorgio,3.2,0,2020-10-08,2020,41,10
351,351,2016C,CRO.S10P.GEN00/80,vitogiorgio,1.7,0,2020-10-08,2020,41,10
352,352,7619S.I.,PEL.F20P.MACA000,vitogiorgio,1.9,0,2020-10-08,2020,41,10
353,353,7321,PEL.F20P.MACA81,vitogiorgio,0.9420000000000001,336,2020-10-08,2020,41,10
354,354,7619C,CRO.S20P.MACA000,vitogiorgio,0.47700000000000004,0,2020-10-08,2020,41,10
355,355,7653C,CRO.S20P.MACA81,vitogiorgio,0.062,33,2020-10-08,2020,41,10
356,356,7638S.I.,PEL.F20P.MACA86,x.pol.t08,23.043000000000003,1890,2020-10-08,2020,41,10
357,357,6941,PEL.L15.1814,vitogiorgio,0.149,0,2020-10-08,2020,41,10
358,358,7683S.I. PROVA2,PEL.F20P.MACA80,vitogiorgio,7.2,487,2020-10-08,2020,41,10
359,359,7604S.I.,PEL.F20P.MACA86,vitogiorgio,25.65,1785,2020-10-08,2020,41,10
360,360,7604C,CRO.S20P.MACA86,vitogiorgio,18.658,755,2020-10-09,2020,41,10
361,361,7547,PEL.L15.2601,vitogiorgio,0.45399999999999996,0,2020-10-08,2020,41,10
362,362,7644C,CRO.S30.CER910,vitogiorgio,0.223,0,2020-10-09,2020,41,10
363,363,7663S.I.,PEL.F20P.MACA001,vitogiorgio,0.938,388,2020-10-09,2020,41,10
364,364,7663C,CRO.S20P.MACA001,vitogiorgio,0.449,194,2020-10-09,2020,41,10
365,365,7695S.I.,PEL.F20P.MACA540,vitogiorgio,0.953,0,2020-10-09,2020,41,10
366,366,7695C,CRO.S20P.MACA540,vitogiorgio,0.08199999999999999,0,2020-10-09,2020,41,10
367,367,7390,PEL.L15.1814,vitogiorgio,0.757,428,2020-10-09,2020,41,10
368,368,7639S.I.,PEL.F20P.MACA83,vitogiorgio,0.76,438,2020-10-09,2020,41,10
369,369,7552,PEL.F20P.MACA81,x.pol.t22,2.51,342,2020-10-09,2020,41,10
370,370,7667S.I.,PEL.F20P.MACA745,vitogiorgio,0.182,282,2020-10-09,2020,41,10
371,371,7625S.I.,PEL.F20P.MACA007,vitogiorgio,1.369,345,2020-10-09,2020,41,10
372,372,7543,PEL.F30.CER880,nicolagaletta,0.912,141,2020-10-09,2020,41,10
373,373,7378C,CRO.S30.CER880,nicolagaletta,0.836,58,2020-10-09,2020,41,10
374,374,7611,PEL.L15.2616,vitogiorgio,0.467,0,2020-10-09,2020,41,10
375,375,7656S.I.,PEL.F20P.MACA013,vitogiorgio,0.069,0,2020-10-09,2020,41,10
376,376,7654S.I.,PEL.F20P.MACA11,vitogiorgio,0.042,59,2020-10-09,2020,41,10
377,377,7459,PEL.F20P.MACA007,vitogiorgio,0.057999999999999996,0,2020-10-09,2020,41,10
378,378,7390,PEL.L15.1814,vitogiorgio,0.326,0,2020-10-09,2020,41,10
379,379,7592,PEL.L20.2534,vitogiorgio,0.22,0,2020-10-10,2020,41,10
380,380,7389,PEL.L20.2532,vitogiorgio,0.816,0,2020-10-10,2020,41,10
381,381,7463,PEL.L15.2602,vitogiorgio,1.585,290,2020-10-10,2020,41,10
382,382,7692,PEL.F30.CER009,vitogiorgio,0.037000000000000005,0,2020-10-10,2020,41,10
383,383,7521,PEL.L20.2536,vitogiorgio,0.496,0,2020-10-10,2020,41,10
384,384,7502,PEL.F20P.MACA850,vitogiorgio,3.195,0,2020-10-10,2020,41,10
